danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,playlist,genre,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,key_10,key_11,danceability_original,energy_original,loudness_original,speechiness_original,acousticness_original,instrumentalness_original,liveness_original,valence_original,tempo_original,duration_ms_original,time_signature_original
0.492667029,0.221568102,0.809710983,1,0.010084034,0.825300773,0,0.095644926,0.351237493,0.771864135,audio_features,11qh54D0PKkBwelpDxxiEU,spotify:track:11qh54D0PKkBwelpDxxiEU,https://api.spotify.com/v1/tracks/11qh54D0PKkBwelpDxxiEU,https://api.spotify.com/v1/audio-analysis/11qh54D0PKkBwelpDxxiEU,0.054406312,0.5,Girl Crush: Little Big Town ,Top 100 Country Tracks on Spotify,Country,1,0,0,0,0,0,0,0,0,0,0,0,0.513,0.221,-10.233,0.0302,0.822,0,0.113,0.354,173.865,193320,3
0.571971754,0.808664863,0.913883342,1,0.015826331,0.03734702,0,0.325901229,0.708267509,0.243998268,audio_features,1uKbUXl4F8WfecP9ihr5Lm,spotify:track:1uKbUXl4F8WfecP9ihr5Lm,https://api.spotify.com/v1/tracks/1uKbUXl4F8WfecP9ihr5Lm,https://api.spotify.com/v1/audio-analysis/1uKbUXl4F8WfecP9ihr5Lm,0.053047824,0.75,Don't It: Billy Currington ,Top 100 Country Tracks on Spotify,Country,0,1,0,0,0,0,0,0,0,0,0,0,0.586,0.804,-5.277,0.0343,0.0372,0,0.334,0.693,90.97,190920,4
0.40032591,0.785503242,0.952916448,1,0.021288515,0.082728658,0,0.100854345,0.460768826,0.606604771,audio_features,72wSY7TWu27sVm2rwRLen5,spotify:track:72wSY7TWu27sVm2rwRLen5,https://api.spotify.com/v1/tracks/72wSY7TWu27sVm2rwRLen5,https://api.spotify.com/v1/audio-analysis/72wSY7TWu27sVm2rwRLen5,0.056043857,0.75,A Guy Walks Into a Bar: Tyler Farr ,Top 100 Country Tracks on Spotify,Country,1,0,0,0,0,0,0,0,0,0,0,0,0.428,0.781,-3.42,0.0382,0.0824,0,0.118,0.458,147.913,196213,4
0.306898425,0.339390265,0.847945349,1,0.008403361,0.30321113,1.09E-06,0.09668681,0.159557662,0.628618551,audio_features,1B17jo7XD3lJ9AtrdE9kUd,spotify:track:1B17jo7XD3lJ9AtrdE9kUd,https://api.spotify.com/v1/tracks/1B17jo7XD3lJ9AtrdE9kUd,https://api.spotify.com/v1/audio-analysis/1B17jo7XD3lJ9AtrdE9kUd,0.093311711,0.75,She Don't Love You: Eric Paslay ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,0.342,0.338,-8.414,0.029,0.302,1.07E-06,0.114,0.172,151.37,262053,4
0.535035307,0.661638916,0.907283237,1,0.008403361,0.011844949,3.68E-06,0.05636591,0.592417062,0.54372827,audio_features,0n96wSHG9FXAuLVoaG9Jjd,spotify:track:0n96wSHG9FXAuLVoaG9Jjd,https://api.spotify.com/v1/tracks/0n96wSHG9FXAuLVoaG9Jjd,https://api.spotify.com/v1/audio-analysis/0n96wSHG9FXAuLVoaG9Jjd,0.070338547,0.75,One Hell Of An Amen: Brantley Gilbert ,Top 100 Country Tracks on Spotify,Country,0,1,0,0,0,0,0,0,0,0,0,0,0.552,0.658,-5.591,0.029,0.0118,3.61E-06,0.0753,0.583,138.039,221467,4
0.716458446,0.764355674,0.8822701,1,0.006582633,0.580320249,0,0.066680558,0.790416008,0.345782549,audio_features,3BGXzcX7YtQySO5wF1h5b2,spotify:track:3BGXzcX7YtQySO5wF1h5b2,https://api.spotify.com/v1/tracks/3BGXzcX7YtQySO5wF1h5b2,https://api.spotify.com/v1/audio-analysis/3BGXzcX7YtQySO5wF1h5b2,0.052104241,0.75,Gentle On My Mind: The Band Perry ,Top 100 Country Tracks on Spotify,Country,0,1,0,0,0,0,0,0,0,0,0,0,0.719,0.76,-6.781,0.0277,0.578,0,0.0852,0.771,106.954,189253,4
0.615426399,0.942599459,0.943478718,0,0.020168067,0.016162229,1.09E-05,0.329026881,0.674565561,0.307855424,audio_features,7oEk2RVJdDxMK9OYIVpJtB,spotify:track:7oEk2RVJdDxMK9OYIVpJtB,https://api.spotify.com/v1/tracks/7oEk2RVJdDxMK9OYIVpJtB,https://api.spotify.com/v1/audio-analysis/7oEk2RVJdDxMK9OYIVpJtB,0.057206496,0.75,Bartender: Lady Antebellum ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,0,1,0.626,0.937,-3.869,0.0374,0.0161,1.07E-05,0.337,0.661,100.998,198267,4
0.511135253,0.757306485,0.908124015,1,0.016246499,0.366464299,4.27E-05,0.258178787,0.378620326,0.4541958,audio_features,14UE0L5fL5TL0ohEiAv56X,spotify:track:14UE0L5fL5TL0ohEiAv56X,https://api.spotify.com/v1/tracks/14UE0L5fL5TL0ohEiAv56X,https://api.spotify.com/v1/audio-analysis/14UE0L5fL5TL0ohEiAv56X,0.077908155,0.75,Perfect Storm: Brad Paisley ,Top 100 Country Tracks on Spotify,Country,1,0,0,0,0,0,0,0,0,0,0,0,0.53,0.753,-5.551,0.0346,0.365,4.19E-05,0.269,0.38,123.979,234840,4
0.431830527,0.909367567,0.928281661,1,0.03627451,0.132527978,7.01E-06,0.136278391,0.704054766,0.733574039,audio_features,2IcMGD8bOTbownOOav5qjE,spotify:track:2IcMGD8bOTbownOOav5qjE,https://api.spotify.com/v1/tracks/2IcMGD8bOTbownOOav5qjE,https://api.spotify.com/v1/audio-analysis/2IcMGD8bOTbownOOav5qjE,0.078217777,0.75,Shotgun Rider: Tim McGraw ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,0.457,0.904,-4.592,0.0489,0.132,6.88E-06,0.152,0.689,167.852,235387,4
0.6121673,0.795573512,0.887882291,1,0.021708683,0.049897252,0,0.063450719,0.777777778,0.314388874,audio_features,7Fit6fsC1IXiovS8lXQSHB,spotify:track:7Fit6fsC1IXiovS8lXQSHB,https://api.spotify.com/v1/tracks/7Fit6fsC1IXiovS8lXQSHB,https://api.spotify.com/v1/audio-analysis/7Fit6fsC1IXiovS8lXQSHB,0.065289499,0.75,Hangover Tonight: Gary Allan Chris Stapleton ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,0.623,0.791,-6.514,0.0385,0.0497,0,0.0821,0.759,102.024,212547,4
0.569799022,0.87110054,0.908964792,1,0.026470588,0.005369029,2.97E-05,0.067305689,0.503949447,0.416154052,audio_features,3MFV4DgrAOXz6KURPQxRj9,spotify:track:3MFV4DgrAOXz6KURPQxRj9,https://api.spotify.com/v1/tracks/3MFV4DgrAOXz6KURPQxRj9,https://api.spotify.com/v1/audio-analysis/3MFV4DgrAOXz6KURPQxRj9,0.055908008,0.75,Somewhere In My Car: Keith Urban ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,1,0,0.584,0.866,-5.511,0.0419,0.00535,2.92E-05,0.0858,0.499,118.005,195973,4
0.616512765,0.681779457,0.900956385,1,0.006582633,0.065359137,7.43E-05,0.09668681,0.403896788,0.359021383,audio_features,3AYUY4avB7L8dZtNNmzZi8,spotify:track:3AYUY4avB7L8dZtNNmzZi8,https://api.spotify.com/v1/tracks/3AYUY4avB7L8dZtNNmzZi8,https://api.spotify.com/v1/audio-analysis/3AYUY4avB7L8dZtNNmzZi8,0.093062655,0.75,Lay Low: Josh Turner ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,0,1,0.627,0.678,-5.892,0.0277,0.0651,7.30E-05,0.114,0.404,109.033,261613,4
0.782726779,0.586111889,0.870099842,1,0.093977591,0.052808906,4.15E-06,0.016149198,0.906266456,0.206071142,audio_features,61tRRrJoargpHwT0uAEpuY,spotify:track:61tRRrJoargpHwT0uAEpuY,https://api.spotify.com/v1/tracks/61tRRrJoargpHwT0uAEpuY,https://api.spotify.com/v1/audio-analysis/61tRRrJoargpHwT0uAEpuY,0.050572546,0.75,American Kids: Kenny Chesney ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,0.78,0.583,-7.36,0.0901,0.0526,4.08E-06,0.0367,0.881,85.014,186547,4
0.48940793,0.910374594,0.963573305,1,0.008263305,0.114455644,3.07E-06,0.126901438,0.816745656,0.658483934,audio_features,5y1ojCNp0g9IU7tmsrXPQk,spotify:track:5y1ojCNp0g9IU7tmsrXPQk,https://api.spotify.com/v1/tracks/5y1ojCNp0g9IU7tmsrXPQk,https://api.spotify.com/v1/audio-analysis/5y1ojCNp0g9IU7tmsrXPQk,0.067387231,0.75,God Made Girls: RaeLynn ,Top 100 Country Tracks on Spotify,Country,0,0,0,1,0,0,0,0,0,0,0,0,0.51,0.905,-2.913,0.0289,0.114,3.01E-06,0.143,0.796,156.06,216253,4
0.557848995,0.839882701,0.899085654,1,0.012885154,0.01134294,0,0.119608252,0.60821485,0.371744419,audio_features,7196z4iac1h7cup3h9IwfR,spotify:track:7196z4iac1h7cup3h9IwfR,https://api.spotify.com/v1/tracks/7196z4iac1h7cup3h9IwfR,https://api.spotify.com/v1/audio-analysis/7196z4iac1h7cup3h9IwfR,0.038874266,0.75,Turn It On: Eli Young Band ,Top 100 Country Tracks on Spotify,Country,1,0,0,0,0,0,0,0,0,0,0,0,0.573,0.835,-5.981,0.0322,0.0113,0,0.136,0.598,111.031,165880,4
0.644758284,0.527704321,0.86829217,1,0.025770308,0.5722881,0,0.12481767,0.645076356,0.664444275,audio_features,3j0oJtPonSYt9f5jHVLb91,spotify:track:3j0oJtPonSYt9f5jHVLb91,https://api.spotify.com/v1/tracks/3j0oJtPonSYt9f5jHVLb91,https://api.spotify.com/v1/audio-analysis/3j0oJtPonSYt9f5jHVLb91,0.044384633,0.75,Boom Clap: Lennon & Maisy ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,1,0,0,0,0,0,0,0,0.653,0.525,-7.446,0.0414,0.57,0,0.141,0.633,156.996,175615,4
0.568712656,0.86405135,0.930320547,1,0.024089636,0.058130204,0,0.092519275,0.617693523,0.569403584,audio_features,0IsjGDAqohBEdZWVoTaMjI,spotify:track:0IsjGDAqohBEdZWVoTaMjI,https://api.spotify.com/v1/tracks/0IsjGDAqohBEdZWVoTaMjI,https://api.spotify.com/v1/audio-analysis/0IsjGDAqohBEdZWVoTaMjI,0.054217822,0.75,Raised by a Good Time: Steven Lee Olsen ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,0.583,0.859,-4.495,0.0402,0.0579,0,0.11,0.607,142.071,192987,4
0.453557849,0.705948106,0.902469785,1,0.032072829,0.047086,0,0.234215462,0.499736704,0.734299978,audio_features,4ahkoxZq93fgcyNmdskMIY,spotify:track:4ahkoxZq93fgcyNmdskMIY,https://api.spotify.com/v1/tracks/4ahkoxZq93fgcyNmdskMIY,https://api.spotify.com/v1/audio-analysis/4ahkoxZq93fgcyNmdskMIY,0.058157437,0.75,Baby Be My Love Song: Easton Corbin ,Top 100 Country Tracks on Spotify,Country,1,0,0,0,0,0,0,0,0,0,0,0,0.477,0.702,-5.82,0.0459,0.0469,0,0.246,0.495,167.966,199947,4
0.799022271,0.632435132,0.892716763,0,0.002941176,0.014656201,0,0.075640758,0.447077409,0.352303264,audio_features,5ZlPmjDhZi1qQWVHiaU7MU,spotify:track:5ZlPmjDhZi1qQWVHiaU7MU,https://api.spotify.com/v1/tracks/5ZlPmjDhZi1qQWVHiaU7MU,https://api.spotify.com/v1/audio-analysis/5ZlPmjDhZi1qQWVHiaU7MU,0.097440382,0.75,That Look: Aaron Watson ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,0,1,0.795,0.629,-6.284,0.0251,0.0146,0,0.0938,0.445,107.978,269347,4
0.62629006,0.839882701,0.924708355,1,0.015406162,0.001794723,1.84E-06,0.316524276,0.521853607,0.454246743,audio_features,2gCKzFcx0JB5WdK0MPbg8I,spotify:track:2gCKzFcx0JB5WdK0MPbg8I,https://api.spotify.com/v1/tracks/2gCKzFcx0JB5WdK0MPbg8I,https://api.spotify.com/v1/audio-analysis/2gCKzFcx0JB5WdK0MPbg8I,0.072014015,0.75,Going Out Like That: Reba McEntire ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,1,0,0,0,0,0,0.636,0.835,-4.762,0.034,0.00179,1.81E-06,0.325,0.516,123.987,224427,4
0.242802825,0.652575673,0.926915397,1,0.01302521,0.015861023,0,0.257136904,0.368088468,0.61341204,audio_features,799mKKcXcpcJcbBZzrnyAp,spotify:track:799mKKcXcpcJcbBZzrnyAp,https://api.spotify.com/v1/tracks/799mKKcXcpcJcbBZzrnyAp,https://api.spotify.com/v1/audio-analysis/799mKKcXcpcJcbBZzrnyAp,0.058542342,0.5,Drunk Americans: Toby Keith ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,0.283,0.649,-4.657,0.0323,0.0158,0,0.268,0.37,148.982,200627,3
0.540467137,0.741194052,0.903941146,1,0.034453782,0.014254593,0,0.305063555,0.838862559,0.671156026,audio_features,63QCk4cHK1jEdCJsGqOx0D,spotify:track:63QCk4cHK1jEdCJsGqOx0D,https://api.spotify.com/v1/tracks/63QCk4cHK1jEdCJsGqOx0D,https://api.spotify.com/v1/audio-analysis/63QCk4cHK1jEdCJsGqOx0D,0.060557433,0.75,Where It's At: Dustin Lynch ,Top 100 Country Tracks on Spotify,Country,0,0,0,1,0,0,0,0,0,0,0,0,0.557,0.737,-5.75,0.0476,0.0142,0,0.314,0.817,158.05,204187,4
0.546985334,0.793559458,0.941797162,1,0.009383754,0.009114018,0.000403259,0.077516149,0.766192733,0.588666437,audio_features,1OtiKlQ3EALplQWw2LF7Xn,spotify:track:1OtiKlQ3EALplQWw2LF7Xn,https://api.spotify.com/v1/tracks/1OtiKlQ3EALplQWw2LF7Xn,https://api.spotify.com/v1/audio-analysis/1OtiKlQ3EALplQWw2LF7Xn,0.061493092,0.75,Love You Like That: Canaan Smith ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,0,0,0,1,0.563,0.789,-3.949,0.0297,0.00908,0.000396,0.0956,0.748,145.096,205840,4
0.541553504,0.819742161,0.912306884,1,0.06162465,0.012246556,0,0.051364868,0.650342285,0.670544709,audio_features,4q0SB41tm7eFqnAODPM8C6,spotify:track:4q0SB41tm7eFqnAODPM8C6,https://api.spotify.com/v1/tracks/4q0SB41tm7eFqnAODPM8C6,https://api.spotify.com/v1/audio-analysis/4q0SB41tm7eFqnAODPM8C6,0.083349465,0.75,Take It On Back: Chase Bryant ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,0.558,0.815,-5.352,0.067,0.0122,0,0.0705,0.638,157.954,244453,4
0.58718088,0.936557297,0.951403048,1,0.063165266,0.128511904,0,0.049593665,0.732490785,0.282103695,audio_features,0Rm6GWdapFsg4Z6r2Ae3s8,spotify:track:0Rm6GWdapFsg4Z6r2Ae3s8,https://api.spotify.com/v1/tracks/0Rm6GWdapFsg4Z6r2Ae3s8,https://api.spotify.com/v1/audio-analysis/0Rm6GWdapFsg4Z6r2Ae3s8,0.056338196,0.75,Tattoo: Hunter Hayes ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,1,0,0,0,0.6,0.931,-3.492,0.0681,0.128,0,0.0688,0.716,96.954,196733,4
0.600217273,0.37866432,0.830036784,1,0.006302521,0.114455644,0,0.103979996,0.285939968,0.581604452,audio_features,52aeWO2BChpGCFG4BDSQq2,spotify:track:52aeWO2BChpGCFG4BDSQq2,https://api.spotify.com/v1/tracks/52aeWO2BChpGCFG4BDSQq2,https://api.spotify.com/v1/audio-analysis/52aeWO2BChpGCFG4BDSQq2,0.080672678,0.75,Whiskey on My Breath (Radio Edit): Love and Theft ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,0.612,0.377,-9.266,0.0275,0.114,0,0.121,0.292,143.987,239724,4
0.579576317,0.916416756,0.944718865,1,0.102240896,0.294174964,0,0.369660346,0.86940495,0.684025522,audio_features,3yCeppDD1IM0GcBvN8K3KL,spotify:track:3yCeppDD1IM0GcBvN8K3KL,https://api.spotify.com/v1/tracks/3yCeppDD1IM0GcBvN8K3KL,https://api.spotify.com/v1/audio-analysis/3yCeppDD1IM0GcBvN8K3KL,0.068889493,0.75,Girl In A Country Song: Maddie & Tae ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,0,1,0,0,0,0.593,0.911,-3.81,0.096,0.293,0,0.376,0.846,160.071,218907,4
0.643671917,0.86405135,0.946064109,1,0.017927171,0.064154315,0,0.058866431,0.49552396,0.36499446,audio_features,53Dj5PCDhb22qWqmre3YQs,spotify:track:53Dj5PCDhb22qWqmre3YQs,https://api.spotify.com/v1/tracks/53Dj5PCDhb22qWqmre3YQs,https://api.spotify.com/v1/audio-analysis/53Dj5PCDhb22qWqmre3YQs,0.051795185,0.75,Aw Naw: Chris Young ,Top 100 Country Tracks on Spotify,Country,0,0,1,0,0,0,0,0,0,0,0,0,0.652,0.859,-3.746,0.0358,0.0639,0,0.0777,0.491,109.971,188707,4
0.516567083,0.660631889,0.864277457,1,0.013305322,0.018672275,0,0.08835174,0.764086361,0.70938881,audio_features,3gz4UBairZaiIRTti4AqSm,spotify:track:3gz4UBairZaiIRTti4AqSm,https://api.spotify.com/v1/tracks/3gz4UBairZaiIRTti4AqSm,https://api.spotify.com/v1/audio-analysis/3gz4UBairZaiIRTti4AqSm,0.061734789,0.75,Rewind: Rascal Flatts ,Top 100 Country Tracks on Spotify,Country,0,0,0,1,0,0,0,0,0,0,0,0,0.535,0.657,-7.637,0.0325,0.0186,0,0.106,0.746,164.054,206267,4
0.529603476,0.894262161,0.959768786,1,0.031792717,0.154616386,1.14E-06,0.146697229,0.555555556,0.722245571,audio_features,6mUR3hNAhMFPnOLeSYz1SL,spotify:track:6mUR3hNAhMFPnOLeSYz1SL,https://api.spotify.com/v1/tracks/6mUR3hNAhMFPnOLeSYz1SL,https://api.spotify.com/v1/audio-analysis/6mUR3hNAhMFPnOLeSYz1SL,0.052896693,0.75,Trouble: Gloriana ,Top 100 Country Tracks on Spotify,Country,0,0,0,0,0,0,0,1,0,0,0,0,0.547,0.889,-3.094,0.0457,0.154,1.12E-06,0.162,0.548,166.073,190653,4
