danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,playlist
0.567,0.913,8,-6.471,1,0.0736,0.0934,0.000124,0.114,0.792,93.35,audio_features,1cTZMwcBJT0Ka3UJPXOeeN,spotify:track:1cTZMwcBJT0Ka3UJPXOeeN,https://api.spotify.com/v1/tracks/1cTZMwcBJT0Ka3UJPXOeeN,https://api.spotify.com/v1/audio-analysis/1cTZMwcBJT0Ka3UJPXOeeN,210926,4,Nice For What: Drake ,Rap Mixtape
0.736,0.604,1,-7.357,0,0.222,0.0652,6.43e-05,0.124,0.574,155.007,audio_features,4DTpngLjoHj5gFxEZFeD3J,spotify:track:4DTpngLjoHj5gFxEZFeD3J,https://api.spotify.com/v1/tracks/4DTpngLjoHj5gFxEZFeD3J,https://api.spotify.com/v1/audio-analysis/4DTpngLjoHj5gFxEZFeD3J,264532,4,Codeine Dreaming (feat. Lil Wayne): Kodak Black Lil Wayne ,Rap Mixtape
0.88,0.428,9,-8.28,1,0.206,0.149,5.07e-05,0.114,0.333,100.007,audio_features,7sO5G9EABYOXQKNPNiE9NR,spotify:track:7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/tracks/7sO5G9EABYOXQKNPNiE9NR,https://api.spotify.com/v1/audio-analysis/7sO5G9EABYOXQKNPNiE9NR,172800,4,Ric Flair Drip (& Metro Boomin): Offset Metro Boomin ,Rap Mixtape
0.921,0.537,9,-5.723,0,0.0804,0.556,0.00404,0.102,0.711,128.009,audio_features,0JP9xo3adEtGSdUEISiszL,spotify:track:0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/tracks/0JP9xo3adEtGSdUEISiszL,https://api.spotify.com/v1/audio-analysis/0JP9xo3adEtGSdUEISiszL,135090,4,Moonlight: XXXTENTACION ,Rap Mixtape
0.755,0.448,7,-9.587,1,0.107,0.0283,3.28e-05,0.514,0.318,77.179,audio_features,6T8cJz5lAqGer9GUHGyelE,spotify:track:6T8cJz5lAqGer9GUHGyelE,https://api.spotify.com/v1/tracks/6T8cJz5lAqGer9GUHGyelE,https://api.spotify.com/v1/audio-analysis/6T8cJz5lAqGer9GUHGyelE,198960,4,God's Plan: Drake ,Rap Mixtape
0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,audio_features,7wGoVu4Dady5GV0Sv4UIsx,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,https://api.spotify.com/v1/tracks/7wGoVu4Dady5GV0Sv4UIsx,https://api.spotify.com/v1/audio-analysis/7wGoVu4Dady5GV0Sv4UIsx,218320,4,rockstar: Post Malone 21 Savage ,Rap Mixtape
0.763,0.468,2,-8.476,1,0.278,0.0211,0,0.26,0.351,131.004,audio_features,4iEpZuwhEuoilKaZjXQPbF,spotify:track:4iEpZuwhEuoilKaZjXQPbF,https://api.spotify.com/v1/tracks/4iEpZuwhEuoilKaZjXQPbF,https://api.spotify.com/v1/audio-analysis/4iEpZuwhEuoilKaZjXQPbF,267427,4,X (with 2 Chainz & Saudi): ScHoolboy Q 2 Chainz Saudi ,Rap Mixtape
0.732,0.75,11,-6.366,0,0.231,0.00264,0,0.109,0.401,155.096,audio_features,2eMwDehkIC1j68U6FA3Eiq,spotify:track:2eMwDehkIC1j68U6FA3Eiq,https://api.spotify.com/v1/tracks/2eMwDehkIC1j68U6FA3Eiq,https://api.spotify.com/v1/audio-analysis/2eMwDehkIC1j68U6FA3Eiq,182707,4,XO TOUR Llif3: Lil Uzi Vert ,Rap Mixtape
0.675,0.748,1,-3.947,1,0.0388,0.0426,0,0.0785,0.469,149.923,audio_features,6zOhgKfbMiQWToE6K13s2s,spotify:track:6zOhgKfbMiQWToE6K13s2s,https://api.spotify.com/v1/tracks/6zOhgKfbMiQWToE6K13s2s,https://api.spotify.com/v1/audio-analysis/6zOhgKfbMiQWToE6K13s2s,204827,4,Everyday: Logic Marshmello ,Rap Mixtape
0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,audio_features,4qKcDkK6siZ7Jp1Jb4m0aL,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,https://api.spotify.com/v1/tracks/4qKcDkK6siZ7Jp1Jb4m0aL,https://api.spotify.com/v1/audio-analysis/4qKcDkK6siZ7Jp1Jb4m0aL,181263,4,Look Alive (feat. Drake): BlocBoy JB Drake ,Rap Mixtape
0.823,0.419,10,-10.358,0,0.165,0.416,0,0.105,0.277,119.958,audio_features,6NWl2m8asvH83xjuXVNsuG,spotify:track:6NWl2m8asvH83xjuXVNsuG,https://api.spotify.com/v1/tracks/6NWl2m8asvH83xjuXVNsuG,https://api.spotify.com/v1/audio-analysis/6NWl2m8asvH83xjuXVNsuG,187453,4,Betrayed: Lil Xan ,Rap Mixtape
0.859,0.479,1,-9.07,1,0.217,0.00699,0,0.0979,0.298,130.06,audio_features,5A4anUcHrgnqH9UorW9XbG,spotify:track:5A4anUcHrgnqH9UorW9XbG,https://api.spotify.com/v1/tracks/5A4anUcHrgnqH9UorW9XbG,https://api.spotify.com/v1/audio-analysis/5A4anUcHrgnqH9UorW9XbG,221827,4,Big Shot (with Travis Scott): Kendrick Lamar Travis Scott ,Rap Mixtape
0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,audio_features,35ieKju5aLWFN5UgfJ27mL,spotify:track:35ieKju5aLWFN5UgfJ27mL,https://api.spotify.com/v1/tracks/35ieKju5aLWFN5UgfJ27mL,https://api.spotify.com/v1/audio-analysis/35ieKju5aLWFN5UgfJ27mL,166568,4,SAD!: XXXTENTACION ,Rap Mixtape
0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,audio_features,3ncgNpxLoBQ65ABk4djDyd,spotify:track:3ncgNpxLoBQ65ABk4djDyd,https://api.spotify.com/v1/tracks/3ncgNpxLoBQ65ABk4djDyd,https://api.spotify.com/v1/audio-analysis/3ncgNpxLoBQ65ABk4djDyd,191252,4,PICK IT UP (feat. A$AP Rocky): Famous Dex A$AP Rocky ,Rap Mixtape
0.748,0.546,8,-8.134,1,0.106,0.59,0,0.112,0.413,140.005,audio_features,7wrDRQgHlvDnimrRHfQZxt,spotify:track:7wrDRQgHlvDnimrRHfQZxt,https://api.spotify.com/v1/tracks/7wrDRQgHlvDnimrRHfQZxt,https://api.spotify.com/v1/audio-analysis/7wrDRQgHlvDnimrRHfQZxt,220880,4,Psycho (feat. Ty Dolla $ign): Post Malone Ty Dolla $ign ,Rap Mixtape
0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,3rOSwuTsUlJp0Pu0MkN8r8,spotify:track:3rOSwuTsUlJp0Pu0MkN8r8,https://api.spotify.com/v1/tracks/3rOSwuTsUlJp0Pu0MkN8r8,https://api.spotify.com/v1/audio-analysis/3rOSwuTsUlJp0Pu0MkN8r8,204600,4,Mask Off: Future ,Rap Mixtape
0.875,0.535,11,-6.534,1,0.146,0.237,0,0.108,0.178,95.001,audio_features,17QaCiTklVj0c7VLqErDGu,spotify:track:17QaCiTklVj0c7VLqErDGu,https://api.spotify.com/v1/tracks/17QaCiTklVj0c7VLqErDGu,https://api.spotify.com/v1/audio-analysis/17QaCiTklVj0c7VLqErDGu,175511,4,Plug Walk: Rich The Kid ,Rap Mixtape
0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016,audio_features,2fQrGHiQOvpL9UgPvtYy6G,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,https://api.spotify.com/v1/tracks/2fQrGHiQOvpL9UgPvtYy6G,https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G,220307,4,Bank Account: 21 Savage ,Rap Mixtape
0.814,0.743,9,-2.968,1,0.159,0.152,0,0.163,0.367,107.996,audio_features,0nhVrTiCGiGRCoZOJiWzm1,spotify:track:0nhVrTiCGiGRCoZOJiWzm1,https://api.spotify.com/v1/tracks/0nhVrTiCGiGRCoZOJiWzm1,https://api.spotify.com/v1/audio-analysis/0nhVrTiCGiGRCoZOJiWzm1,214587,4,Danger (with Migos & Marshmello): Migos Marshmello ,Rap Mixtape
0.838,0.771,1,-3.791,1,0.244,0.0117,0,0.0853,0.405,175.957,audio_features,2Xqd0wUttjueBfdcltADOv,spotify:track:2Xqd0wUttjueBfdcltADOv,https://api.spotify.com/v1/tracks/2Xqd0wUttjueBfdcltADOv,https://api.spotify.com/v1/audio-analysis/2Xqd0wUttjueBfdcltADOv,245387,4,No Limit: G-Eazy A$AP Rocky Cardi B ,Rap Mixtape
0.659,0.716,5,-5.673,0,0.111,0.33,0,0.173,0.437,148.015,audio_features,6mrKP2jyIQmM0rw6fQryjr,spotify:track:6mrKP2jyIQmM0rw6fQryjr,https://api.spotify.com/v1/tracks/6mrKP2jyIQmM0rw6fQryjr,https://api.spotify.com/v1/audio-analysis/6mrKP2jyIQmM0rw6fQryjr,212120,4,Let You Down: NF ,Rap Mixtape
0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4,goosebumps: Travis Scott ,Rap Mixtape
0.711,0.824,1,-4.68,0,0.146,0.016,0,0.121,0.571,174.018,audio_features,1rgxsijloDOt1mMFKLInxT,spotify:track:1rgxsijloDOt1mMFKLInxT,https://api.spotify.com/v1/tracks/1rgxsijloDOt1mMFKLInxT,https://api.spotify.com/v1/audio-analysis/1rgxsijloDOt1mMFKLInxT,332301,4,Powerglide (feat. Juicy J): Rae Sremmurd Swae Lee Slim Jxmmi Juicy J ,Rap Mixtape
0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,audio_features,7m9OqQk4RVRkw9JJdeAw96,spotify:track:7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/tracks/7m9OqQk4RVRkw9JJdeAw96,https://api.spotify.com/v1/audio-analysis/7m9OqQk4RVRkw9JJdeAw96,119133,4,Jocelyn Flores: XXXTENTACION ,Rap Mixtape
0.669,0.686,4,-5.534,1,0.184,0.627,0,0.0734,0.437,180.046,audio_features,6VFMGKuYTlaYgbhvILfbc7,spotify:track:6VFMGKuYTlaYgbhvILfbc7,https://api.spotify.com/v1/tracks/6VFMGKuYTlaYgbhvILfbc7,https://api.spotify.com/v1/audio-analysis/6VFMGKuYTlaYgbhvILfbc7,229573,4,Candy Paint: Post Malone ,Rap Mixtape
0.936,0.592,7,-6.878,0,0.144,0.014,0,0.137,0.24,124.996,audio_features,6DY2TWhO7ioSmVzK3kuHk8,spotify:track:6DY2TWhO7ioSmVzK3kuHk8,https://api.spotify.com/v1/tracks/6DY2TWhO7ioSmVzK3kuHk8,https://api.spotify.com/v1/audio-analysis/6DY2TWhO7ioSmVzK3kuHk8,255379,4,Narcos: Migos ,Rap Mixtape
0.745,0.646,6,-6.987,0,0.17,0.157,0,0.338,0.46,79.993,audio_features,689uBlyIufk2LUhAwjny4w,spotify:track:689uBlyIufk2LUhAwjny4w,https://api.spotify.com/v1/tracks/689uBlyIufk2LUhAwjny4w,https://api.spotify.com/v1/audio-analysis/689uBlyIufk2LUhAwjny4w,203908,4,Nowadays (feat. Landon Cube): Lil Skies Landon Cube ,Rap Mixtape
0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902,4,Unforgettable: French Montana Swae Lee ,Rap Mixtape
0.563,0.717,1,-5.186,1,0.337,0.000874,0,0.183,0.427,82.064,audio_features,51rXHuKN8Loc4sUlKPODgH,spotify:track:51rXHuKN8Loc4sUlKPODgH,https://api.spotify.com/v1/tracks/51rXHuKN8Loc4sUlKPODgH,https://api.spotify.com/v1/audio-analysis/51rXHuKN8Loc4sUlKPODgH,229670,4,"King's Dead (with Kendrick Lamar, Future & James Blake): Jay Rock Kendrick Lamar Future James Blake ",Rap Mixtape
0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,audio_features,4Q3N4Ct4zCuIHuZ65E3BD4,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,268187,4,Tunnel Vision: Kodak Black ,Rap Mixtape
0.805,0.824,1,-5.844,1,0.0534,0.102,0,0.198,0.649,126.012,audio_features,7u90MSvVyEjL0c8icaE7jl,spotify:track:7u90MSvVyEjL0c8icaE7jl,https://api.spotify.com/v1/tracks/7u90MSvVyEjL0c8icaE7jl,https://api.spotify.com/v1/audio-analysis/7u90MSvVyEjL0c8icaE7jl,217147,4,Contra: Logic ,Rap Mixtape
0.763,0.726,1,-6.405,1,0.282,0.259,0,0.0976,0.349,139.059,audio_features,6eYxmK9fdL4hwLnXG2zY3s,spotify:track:6eYxmK9fdL4hwLnXG2zY3s,https://api.spotify.com/v1/tracks/6eYxmK9fdL4hwLnXG2zY3s,https://api.spotify.com/v1/audio-analysis/6eYxmK9fdL4hwLnXG2zY3s,126346,4,Look At Me!: XXXTENTACION ,Rap Mixtape
0.816,0.809,2,-5.566,1,0.282,0.00571,0,0.132,0.526,181.978,audio_features,75OIHhnQKXSaz1vpgFeo8g,spotify:track:75OIHhnQKXSaz1vpgFeo8g,https://api.spotify.com/v1/tracks/75OIHhnQKXSaz1vpgFeo8g,https://api.spotify.com/v1/audio-analysis/75OIHhnQKXSaz1vpgFeo8g,192132,4,Stir Fry: Migos ,Rap Mixtape
0.546,0.822,7,-4.483,1,0.151,0.0145,0,0.742,0.615,150.06,audio_features,6VrCmhRBFnuGKmtNfk4jDs,spotify:track:6VrCmhRBFnuGKmtNfk4jDs,https://api.spotify.com/v1/tracks/6VrCmhRBFnuGKmtNfk4jDs,https://api.spotify.com/v1/audio-analysis/6VrCmhRBFnuGKmtNfk4jDs,177600,4,Spotlight: Marshmello Lil Peep ,Rap Mixtape
0.667,0.723,5,-4.31,0,0.27,0.0455,0.000179,0.213,0.251,148.057,audio_features,6tarvNiKnEjYMj1VZhlDqR,spotify:track:6tarvNiKnEjYMj1VZhlDqR,https://api.spotify.com/v1/tracks/6tarvNiKnEjYMj1VZhlDqR,https://api.spotify.com/v1/audio-analysis/6tarvNiKnEjYMj1VZhlDqR,153475,4,66: Lil Yachty Trippie Redd ,Rap Mixtape
0.589,0.731,2,-6.343,1,0.0868,0.0534,0,0.308,0.191,87.908,audio_features,3YU6vJbjYUG0tiJyXf9x5V,spotify:track:3YU6vJbjYUG0tiJyXf9x5V,https://api.spotify.com/v1/tracks/3YU6vJbjYUG0tiJyXf9x5V,https://api.spotify.com/v1/audio-analysis/3YU6vJbjYUG0tiJyXf9x5V,268867,4,Him & I: G-Eazy Halsey ,Rap Mixtape
0.909,0.546,8,-7.513,1,0.175,0.000704,0.000823,0.36,0.0986,138.043,audio_features,75FDPwaULRdYDn4StFN2rT,spotify:track:75FDPwaULRdYDn4StFN2rT,https://api.spotify.com/v1/tracks/75FDPwaULRdYDn4StFN2rT,https://api.spotify.com/v1/audio-analysis/75FDPwaULRdYDn4StFN2rT,224613,4,Bartier Cardi (feat. 21 Savage): Cardi B 21 Savage ,Rap Mixtape
0.763,0.598,11,-6.865,1,0.0539,0.0714,0,0.112,0.182,140.987,audio_features,1yxgsra98r3qAtxqiGZPiX,spotify:track:1yxgsra98r3qAtxqiGZPiX,https://api.spotify.com/v1/tracks/1yxgsra98r3qAtxqiGZPiX,https://api.spotify.com/v1/audio-analysis/1yxgsra98r3qAtxqiGZPiX,190678,4,Butterfly Effect: Travis Scott ,Rap Mixtape
0.781,0.81,10,-4.301,0,0.356,0.738,0,0.144,0.908,173.949,audio_features,365wwIjijQdlRJEjUWTidq,spotify:track:365wwIjijQdlRJEjUWTidq,https://api.spotify.com/v1/tracks/365wwIjijQdlRJEjUWTidq,https://api.spotify.com/v1/audio-analysis/365wwIjijQdlRJEjUWTidq,234667,4,PROUD: 2 Chainz YG Offset ,Rap Mixtape
0.573,0.591,11,-6.715,0,0.331,0.0107,0,0.455,0.232,86.721,audio_features,1W6wxOOYyJyyok8fqYSZ3m,spotify:track:1W6wxOOYyJyyok8fqYSZ3m,https://api.spotify.com/v1/tracks/1W6wxOOYyJyyok8fqYSZ3m,https://api.spotify.com/v1/audio-analysis/1W6wxOOYyJyyok8fqYSZ3m,230713,5,Top Off: DJ Khaled JAY Z Future Beyoncé ,Rap Mixtape
0.797,0.533,0,-9.74,0,0.0412,0.0172,0.000152,0.103,0.329,131.036,audio_features,7AQim7LbvFVZJE3O8TYgf2,spotify:track:7AQim7LbvFVZJE3O8TYgf2,https://api.spotify.com/v1/tracks/7AQim7LbvFVZJE3O8TYgf2,https://api.spotify.com/v1/audio-analysis/7AQim7LbvFVZJE3O8TYgf2,146520,4,Fuck Love (feat. Trippie Redd): XXXTENTACION Trippie Redd ,Rap Mixtape
0.793,0.718,9,-4.966,0,0.0547,0.168,0,0.241,0.649,146.885,audio_features,790MhTXPFrYkrqCKvpg4t1,spotify:track:790MhTXPFrYkrqCKvpg4t1,https://api.spotify.com/v1/tracks/790MhTXPFrYkrqCKvpg4t1,https://api.spotify.com/v1/audio-analysis/790MhTXPFrYkrqCKvpg4t1,228080,4,Wanted You (feat. Lil Uzi Vert): NAV Lil Uzi Vert ,Rap Mixtape
0.906,0.625,1,-6.779,0,0.0903,0.000243,3.23e-05,0.0975,0.423,150.018,audio_features,7ujx3NYtwO2LkmKGz59mXp,spotify:track:7ujx3NYtwO2LkmKGz59mXp,https://api.spotify.com/v1/tracks/7ujx3NYtwO2LkmKGz59mXp,https://api.spotify.com/v1/audio-analysis/7ujx3NYtwO2LkmKGz59mXp,177000,4,HUMBLE.: Kendrick Lamar ,Rap Mixtape
0.534,0.583,2,-8.672,1,0.0288,0.0262,0,0.421,0.145,105.997,audio_features,0S0vWvyZ6Rc79TXkWxT9QA,spotify:track:0S0vWvyZ6Rc79TXkWxT9QA,https://api.spotify.com/v1/tracks/0S0vWvyZ6Rc79TXkWxT9QA,https://api.spotify.com/v1/audio-analysis/0S0vWvyZ6Rc79TXkWxT9QA,231547,4,Save That Shit: Lil Peep ,Rap Mixtape
0.831,0.566,1,-7.094,1,0.214,0.077,0,0.101,0.247,139.986,audio_features,2V1nJCtknnPvSFUJ0a7BUk,spotify:track:2V1nJCtknnPvSFUJ0a7BUk,https://api.spotify.com/v1/tracks/2V1nJCtknnPvSFUJ0a7BUk,https://api.spotify.com/v1/audio-analysis/2V1nJCtknnPvSFUJ0a7BUk,188613,4,44 More: Logic ,Rap Mixtape
0.832,0.576,8,-6.665,1,0.108,0.00436,2.79e-06,0.17,0.124,151.989,audio_features,5ay25AMFQBSzLJ2wmqXTeY,spotify:track:5ay25AMFQBSzLJ2wmqXTeY,https://api.spotify.com/v1/tracks/5ay25AMFQBSzLJ2wmqXTeY,https://api.spotify.com/v1/audio-analysis/5ay25AMFQBSzLJ2wmqXTeY,232863,4,T'd Up: Rae Sremmurd ,Rap Mixtape
0.636,0.517,0,-6.759,1,0.36,0.00402,0,0.0874,0.394,139.928,audio_features,4cGeMgLcykDLAazHFpbZbU,spotify:track:4cGeMgLcykDLAazHFpbZbU,https://api.spotify.com/v1/tracks/4cGeMgLcykDLAazHFpbZbU,https://api.spotify.com/v1/audio-analysis/4cGeMgLcykDLAazHFpbZbU,185947,4,DNA.: Kendrick Lamar ,Rap Mixtape
0.906,0.525,2,-4.47,1,0.181,0.0508,0,0.148,0.141,138.022,audio_features,22Je85Q7fw8oVDRIHiv4z3,spotify:track:22Je85Q7fw8oVDRIHiv4z3,https://api.spotify.com/v1/tracks/22Je85Q7fw8oVDRIHiv4z3,https://api.spotify.com/v1/audio-analysis/22Je85Q7fw8oVDRIHiv4z3,307660,4,MotorSport: Migos Nicki Minaj Cardi B ,Rap Mixtape
0.672,0.764,3,-5.109,0,0.142,0.141,0.00358,0.185,0.763,88.867,audio_features,7Kq16WtEJzdRSNQgdXsn7Y,spotify:track:7Kq16WtEJzdRSNQgdXsn7Y,https://api.spotify.com/v1/tracks/7Kq16WtEJzdRSNQgdXsn7Y,https://api.spotify.com/v1/audio-analysis/7Kq16WtEJzdRSNQgdXsn7Y,192160,4,Love$ick (feat. A$AP Rocky): Mura Masa A$AP Rocky ,Rap Mixtape
0.791,0.839,11,-4.284,1,0.266,0.0588,6.26e-05,0.259,0.383,170.113,audio_features,2YzmfPLqUx5CJOaw5ThsBV,spotify:track:2YzmfPLqUx5CJOaw5ThsBV,https://api.spotify.com/v1/tracks/2YzmfPLqUx5CJOaw5ThsBV,https://api.spotify.com/v1/audio-analysis/2YzmfPLqUx5CJOaw5ThsBV,202636,4,Plain Jane REMIX: A$AP Ferg Nicki Minaj ,Rap Mixtape
0.821,0.774,11,-3.418,1,0.235,0.177,0.000676,0.0577,0.547,93.425,audio_features,503OTo2dSqe7qk76rgsbep,spotify:track:503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/tracks/503OTo2dSqe7qk76rgsbep,https://api.spotify.com/v1/audio-analysis/503OTo2dSqe7qk76rgsbep,270587,4,Still D.R.E.: Dr. Dre Snoop Dogg ,Rap Workout
0.753,0.454,7,-9.488,1,0.0963,0.0244,5.62e-05,0.498,0.344,77.17,audio_features,2XW4DbS6NddZxRPm5rMCeY,spotify:track:2XW4DbS6NddZxRPm5rMCeY,https://api.spotify.com/v1/tracks/2XW4DbS6NddZxRPm5rMCeY,https://api.spotify.com/v1/audio-analysis/2XW4DbS6NddZxRPm5rMCeY,198960,4,God's Plan: Drake ,Rap Workout
0.756,0.436,1,-8.406,1,0.247,0.000143,4.67e-05,0.111,0.378,201.831,audio_features,4Kz4RdRCceaA9VgTqBhBfa,spotify:track:4Kz4RdRCceaA9VgTqBhBfa,https://api.spotify.com/v1/tracks/4Kz4RdRCceaA9VgTqBhBfa,https://api.spotify.com/v1/audio-analysis/4Kz4RdRCceaA9VgTqBhBfa,181573,3,The Motto: Drake Lil Wayne ,Rap Workout
0.696,0.708,1,-6.953,1,0.337,0.0371,0.00431,0.331,0.524,96.87,audio_features,4nva9EpKntUTs6CRSGBCn9,spotify:track:4nva9EpKntUTs6CRSGBCn9,https://api.spotify.com/v1/tracks/4nva9EpKntUTs6CRSGBCn9,https://api.spotify.com/v1/audio-analysis/4nva9EpKntUTs6CRSGBCn9,237707,4,Just A Lil Bit: 50 Cent ,Rap Workout
0.578,0.825,1,-6.107,1,0.322,0.000986,0,0.176,0.283,130.089,audio_features,1ce3DvvGQn6hY2LMGMLCr5,spotify:track:1ce3DvvGQn6hY2LMGMLCr5,https://api.spotify.com/v1/tracks/1ce3DvvGQn6hY2LMGMLCr5,https://api.spotify.com/v1/audio-analysis/1ce3DvvGQn6hY2LMGMLCr5,188013,4,Black Skinhead: Kanye West ,Rap Workout
0.727,0.431,2,-12.007,1,0.395,0.0111,0.0166,0.506,0.223,150.005,audio_features,6DB2KOEwHnjkgEnBt5SdeJ,spotify:track:6DB2KOEwHnjkgEnBt5SdeJ,https://api.spotify.com/v1/tracks/6DB2KOEwHnjkgEnBt5SdeJ,https://api.spotify.com/v1/audio-analysis/6DB2KOEwHnjkgEnBt5SdeJ,257987,4,Mask Off - Remix: Future Kendrick Lamar ,Rap Workout
0.919,0.506,1,-7.14,1,0.304,0.132,0,0.0771,0.273,97.465,audio_features,2LvRR121MWFmmEGkuV2vQP,spotify:track:2LvRR121MWFmmEGkuV2vQP,https://api.spotify.com/v1/tracks/2LvRR121MWFmmEGkuV2vQP,https://api.spotify.com/v1/audio-analysis/2LvRR121MWFmmEGkuV2vQP,220240,4,HeadBand (feat. 2 Chainz): B.o.B 2 Chainz ,Rap Workout
0.539,0.907,0,-4.757,0,0.13,0.0193,0,0.825,0.553,154.0,audio_features,2RUFzxyUlI36KKy9Agkqze,spotify:track:2RUFzxyUlI36KKy9Agkqze,https://api.spotify.com/v1/tracks/2RUFzxyUlI36KKy9Agkqze,https://api.spotify.com/v1/audio-analysis/2RUFzxyUlI36KKy9Agkqze,292093,4,POWER: Kanye West ,Rap Workout
0.685,0.803,2,-4.251,1,0.156,0.0601,0,0.546,0.799,107.005,audio_features,7dyluIqv7QYVTXXZiMWPHW,spotify:track:7dyluIqv7QYVTXXZiMWPHW,https://api.spotify.com/v1/tracks/7dyluIqv7QYVTXXZiMWPHW,https://api.spotify.com/v1/audio-analysis/7dyluIqv7QYVTXXZiMWPHW,205280,4,Numb / Encore: JAY Z Linkin Park ,Rap Workout
0.874,0.706,1,-5.132,1,0.207,0.182,0,0.334,0.895,89.968,audio_features,2n5gVJ9fzeX2SSWlLQuyS9,spotify:track:2n5gVJ9fzeX2SSWlLQuyS9,https://api.spotify.com/v1/tracks/2n5gVJ9fzeX2SSWlLQuyS9,https://api.spotify.com/v1/audio-analysis/2n5gVJ9fzeX2SSWlLQuyS9,216248,4,Fight Night: Migos ,Rap Workout
0.728,0.651,6,-5.819,0,0.335,0.0502,2.74e-05,0.36,0.509,140.005,audio_features,671XaUBmifTMXDbZK5CB1M,spotify:track:671XaUBmifTMXDbZK5CB1M,https://api.spotify.com/v1/tracks/671XaUBmifTMXDbZK5CB1M,https://api.spotify.com/v1/audio-analysis/671XaUBmifTMXDbZK5CB1M,326347,4,Mercy.1: Kanye West Big Sean Pusha T 2 Chainz ,Rap Workout
0.886,0.626,11,-2.528,0,0.277,0.265,0,0.024,0.856,93.989,audio_features,6mcu7D7QuABVwUGDwovOEh,spotify:track:6mcu7D7QuABVwUGDwovOEh,https://api.spotify.com/v1/tracks/6mcu7D7QuABVwUGDwovOEh,https://api.spotify.com/v1/audio-analysis/6mcu7D7QuABVwUGDwovOEh,196627,4,If I Can't: 50 Cent ,Rap Workout
0.927,0.33,1,-11.088,1,0.39,0.0577,1.19e-05,0.177,0.251,98.949,audio_features,6wwAaPoX7Ce81Rn85Ntm89,spotify:track:6wwAaPoX7Ce81Rn85Ntm89,https://api.spotify.com/v1/tracks/6wwAaPoX7Ce81Rn85Ntm89,https://api.spotify.com/v1/audio-analysis/6wwAaPoX7Ce81Rn85Ntm89,208840,4,Rack City: Tyga ,Rap Workout
0.678,0.857,10,-5.173,0,0.216,0.0325,0,0.0788,0.622,94.95,audio_features,2NeHnSFnwNp1Z5WYgcjJ8L,spotify:track:2NeHnSFnwNp1Z5WYgcjJ8L,https://api.spotify.com/v1/tracks/2NeHnSFnwNp1Z5WYgcjJ8L,https://api.spotify.com/v1/audio-analysis/2NeHnSFnwNp1Z5WYgcjJ8L,219253,4,X Gon' Give It To Ya: DMX ,Rap Workout
0.653,0.573,11,-6.744,0,0.0852,0.0388,0,0.0687,0.348,141.18,audio_features,7eiqpFevZkE7iHDfNm6VA0,spotify:track:7eiqpFevZkE7iHDfNm6VA0,https://api.spotify.com/v1/tracks/7eiqpFevZkE7iHDfNm6VA0,https://api.spotify.com/v1/audio-analysis/7eiqpFevZkE7iHDfNm6VA0,221538,5,Vroom: Yxng Bane ,Rap Workout
