danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,playlist
0.517,0.743,9,-4.336,1,0.0363,0.243,3.36e-06,0.107,0.664,76.979,audio_features,2Wud6xFXTtFrTtAaViGL0C,spotify:track:2Wud6xFXTtFrTtAaViGL0C,https://api.spotify.com/v1/tracks/2Wud6xFXTtFrTtAaViGL0C,https://api.spotify.com/v1/audio-analysis/2Wud6xFXTtFrTtAaViGL0C,197931,4,My Church: Maren Morris ,Best of 2016:  Hot Country
0.572,0.841,0,-2.988,1,0.0609,0.0115,0,0.101,0.606,136.978,audio_features,6LcPSBPSYRTMG7brqZQ7aq,spotify:track:6LcPSBPSYRTMG7brqZQ7aq,https://api.spotify.com/v1/tracks/6LcPSBPSYRTMG7brqZQ7aq,https://api.spotify.com/v1/audio-analysis/6LcPSBPSYRTMG7brqZQ7aq,221627,4,Everybody We Know Does: Chase Rice ,Best of 2016:  Hot Country
0.444,0.821,10,-5.91,1,0.0416,0.0186,3.09e-06,0.182,0.452,151.948,audio_features,4gHDOASpAaGG9eitQZP1bQ,spotify:track:4gHDOASpAaGG9eitQZP1bQ,https://api.spotify.com/v1/tracks/4gHDOASpAaGG9eitQZP1bQ,https://api.spotify.com/v1/audio-analysis/4gHDOASpAaGG9eitQZP1bQ,224293,4,Hurricane: Luke Combs ,Best of 2016:  Hot Country
0.443,0.831,11,-5.606,1,0.0616,0.414,0,0.204,0.588,182.064,audio_features,1jNNHFZmRGXZFHlil5uhei,spotify:track:1jNNHFZmRGXZFHlil5uhei,https://api.spotify.com/v1/tracks/1jNNHFZmRGXZFHlil5uhei,https://api.spotify.com/v1/audio-analysis/1jNNHFZmRGXZFHlil5uhei,173960,4,Drunk On Your Love: Brett Eldredge ,Best of 2016:  Hot Country
0.616,0.706,0,-6.846,1,0.0233,0.00969,0.313,0.111,0.655,89.998,audio_features,1cRc03E5Ps0fwe4l8fz2J0,spotify:track:1cRc03E5Ps0fwe4l8fz2J0,https://api.spotify.com/v1/tracks/1cRc03E5Ps0fwe4l8fz2J0,https://api.spotify.com/v1/audio-analysis/1cRc03E5Ps0fwe4l8fz2J0,349267,4,Brace For Impact (Live A Little): Sturgill Simpson ,Best of 2016:  Hot Country
0.567,0.565,9,-7.78,1,0.0426,0.119,9.17e-05,0.368,0.271,133.631,audio_features,63lHuquEopEUiwPy6VLxlb,spotify:track:63lHuquEopEUiwPy6VLxlb,https://api.spotify.com/v1/tracks/63lHuquEopEUiwPy6VLxlb,https://api.spotify.com/v1/audio-analysis/63lHuquEopEUiwPy6VLxlb,239704,4,Vice: Miranda Lambert ,Best of 2016:  Hot Country
0.503,0.824,3,-4.039,1,0.0524,0.083,0,0.21,0.448,161.981,audio_features,0iA1unTbTbDOWUSlbwJ1pS,spotify:track:0iA1unTbTbDOWUSlbwJ1pS,https://api.spotify.com/v1/tracks/0iA1unTbTbDOWUSlbwJ1pS,https://api.spotify.com/v1/audio-analysis/0iA1unTbTbDOWUSlbwJ1pS,184506,4,It Don't Hurt Like It Used To: Billy Currington ,Best of 2016:  Hot Country
0.844,0.624,9,-4.966,0,0.15,0.0394,0,0.102,0.481,123.03,audio_features,4eBZa8VdSifu7J6afGAvcu,spotify:track:4eBZa8VdSifu7J6afGAvcu,https://api.spotify.com/v1/tracks/4eBZa8VdSifu7J6afGAvcu,https://api.spotify.com/v1/audio-analysis/4eBZa8VdSifu7J6afGAvcu,310853,4,All Day: Kanye West Theophilus London Allan Kingdom Paul McCartney ,Top 100 Hip-Hop Tracks on Spotify
0.863,0.493,6,-8.388,1,0.146,0.0145,1.3e-06,0.0973,0.198,125.019,audio_features,4Tzf1U3MWwHQosxyWTXJ1Y,spotify:track:4Tzf1U3MWwHQosxyWTXJ1Y,https://api.spotify.com/v1/tracks/4Tzf1U3MWwHQosxyWTXJ1Y,https://api.spotify.com/v1/audio-analysis/4Tzf1U3MWwHQosxyWTXJ1Y,199027,4,No Type: Rae Sremmurd ,Top 100 Hip-Hop Tracks on Spotify
0.658,0.594,8,-6.15,1,0.201,0.507,0.0871,0.07,0.601,91.054,audio_features,57t22JXPf4lhJEEFtphjym,spotify:track:57t22JXPf4lhJEEFtphjym,https://api.spotify.com/v1/tracks/57t22JXPf4lhJEEFtphjym,https://api.spotify.com/v1/audio-analysis/57t22JXPf4lhJEEFtphjym,253107,4,Grief: Earl Sweatshirt ,Top 100 Hip-Hop Tracks on Spotify
0.544,0.843,10,-4.044,0,0.307,0.00599,0,0.432,0.292,176.053,audio_features,4NJUxNHJUobVFMAzMe7cIt,spotify:track:4NJUxNHJUobVFMAzMe7cIt,https://api.spotify.com/v1/tracks/4NJUxNHJUobVFMAzMe7cIt,https://api.spotify.com/v1/audio-analysis/4NJUxNHJUobVFMAzMe7cIt,328827,4,The Blacker The Berry: Kendrick Lamar ,Top 100 Hip-Hop Tracks on Spotify
0.828,0.487,6,-6.142,0,0.0343,0.247,1.86e-05,0.136,0.761,85.027,audio_features,7gDwRzJhLs0fFHaGtMDJVM,spotify:track:7gDwRzJhLs0fFHaGtMDJVM,https://api.spotify.com/v1/tracks/7gDwRzJhLs0fFHaGtMDJVM,https://api.spotify.com/v1/audio-analysis/7gDwRzJhLs0fFHaGtMDJVM,280160,4,Baby Blue (feat. Chance the Rapper): Action Bronson Chance The Rapper ,Top 100 Hip-Hop Tracks on Spotify
0.689,0.481,10,-7.503,1,0.0815,0.369,1.03e-06,0.0649,0.283,80.025,audio_features,4Aep3WGBQlpbKXkW7kfqcU,spotify:track:4Aep3WGBQlpbKXkW7kfqcU,https://api.spotify.com/v1/tracks/4Aep3WGBQlpbKXkW7kfqcU,https://api.spotify.com/v1/audio-analysis/4Aep3WGBQlpbKXkW7kfqcU,229526,4,See You Again (feat. Charlie Puth): Wiz Khalifa Charlie Puth ,Top 100 Hip-Hop Tracks on Spotify
0.78,0.581,10,-6.996,0,0.17,0.00497,0,0.215,0.693,102.87,audio_features,4pkZ5gasUzIcPHx6v7pmes,spotify:track:4pkZ5gasUzIcPHx6v7pmes,https://api.spotify.com/v1/tracks/4pkZ5gasUzIcPHx6v7pmes,https://api.spotify.com/v1/audio-analysis/4pkZ5gasUzIcPHx6v7pmes,218880,4,Hotel: Kid Ink Chris Brown ,Top 100 Hip-Hop Tracks on Spotify
0.413,0.719,5,-6.719,0,0.39,0.457,0,0.0625,0.562,71.515,audio_features,5xvwloti5jstJB0aY7wq1N,spotify:track:5xvwloti5jstJB0aY7wq1N,https://api.spotify.com/v1/tracks/5xvwloti5jstJB0aY7wq1N,https://api.spotify.com/v1/audio-analysis/5xvwloti5jstJB0aY7wq1N,396117,1,The Matrimony (feat. Usher): Wale Usher ,Top 100 Hip-Hop Tracks on Spotify
0.765,0.585,10,-8.962,0,0.354,0.268,0,0.14,0.135,118.88,audio_features,55WmlMMbSefG8PPVXCiVF0,spotify:track:55WmlMMbSefG8PPVXCiVF0,https://api.spotify.com/v1/tracks/55WmlMMbSefG8PPVXCiVF0,https://api.spotify.com/v1/audio-analysis/55WmlMMbSefG8PPVXCiVF0,252133,4,Blessings: Big Sean Drake ,Top 100 Hip-Hop Tracks on Spotify
0.735,0.41,11,-8.735,0,0.2,0.19,0,0.341,0.164,114.812,audio_features,5InOp6q2vvx0fShv3bzFLZ,spotify:track:5InOp6q2vvx0fShv3bzFLZ,https://api.spotify.com/v1/tracks/5InOp6q2vvx0fShv3bzFLZ,https://api.spotify.com/v1/audio-analysis/5InOp6q2vvx0fShv3bzFLZ,275840,4,Know Yourself: Drake ,Top 100 Hip-Hop Tracks on Spotify
0.657,0.827,5,-4.036,1,0.0734,0.000704,0.00534,0.065,0.69,145.889,audio_features,6N9ZOtguCnnrvwH7zD82WJ,spotify:track:6N9ZOtguCnnrvwH7zD82WJ,https://api.spotify.com/v1/tracks/6N9ZOtguCnnrvwH7zD82WJ,https://api.spotify.com/v1/audio-analysis/6N9ZOtguCnnrvwH7zD82WJ,190186,4,GDFR (feat. Sage The Gemini & Lookas): Flo Rida Sage The Gemini Lookas ,Top 100 Hip-Hop Tracks on Spotify
0.83,0.722,0,-6.099,1,0.0595,0.0247,1.21e-06,0.0741,0.29,109.987,audio_features,7Fk0zNC7vGdoDwePPgByKh,spotify:track:7Fk0zNC7vGdoDwePPgByKh,https://api.spotify.com/v1/tracks/7Fk0zNC7vGdoDwePPgByKh,https://api.spotify.com/v1/audio-analysis/7Fk0zNC7vGdoDwePPgByKh,284213,4,Peaches N Cream: Snoop Dogg Charlie Wilson ,Top 100 Hip-Hop Tracks on Spotify
0.642,0.81,5,-4.362,1,0.184,0.00801,7.9e-05,0.268,0.408,131.01,audio_features,2IqrKwsE7D3ETjyhsaKbZI,spotify:track:2IqrKwsE7D3ETjyhsaKbZI,https://api.spotify.com/v1/tracks/2IqrKwsE7D3ETjyhsaKbZI,https://api.spotify.com/v1/audio-analysis/2IqrKwsE7D3ETjyhsaKbZI,245725,4,That's Love: Oddisee ,Top 100 Hip-Hop Tracks on Spotify
0.96,0.695,7,-3.802,1,0.143,0.0948,0,0.0936,0.649,106.028,audio_features,3MPZOtMvBoxAIRUkgux87d,spotify:track:3MPZOtMvBoxAIRUkgux87d,https://api.spotify.com/v1/tracks/3MPZOtMvBoxAIRUkgux87d,https://api.spotify.com/v1/audio-analysis/3MPZOtMvBoxAIRUkgux87d,166317,4,Trouble: Iggy Azalea Jennifer Hudson ,Top 100 Hip-Hop Tracks on Spotify
0.896,0.705,11,-6.098,0,0.196,0.0395,0,0.0753,0.796,127.034,audio_features,4HxT6Vro8dsBoNMB3VZmfO,spotify:track:4HxT6Vro8dsBoNMB3VZmfO,https://api.spotify.com/v1/tracks/4HxT6Vro8dsBoNMB3VZmfO,https://api.spotify.com/v1/audio-analysis/4HxT6Vro8dsBoNMB3VZmfO,281174,4,One Time: Migos ,Top 100 Hip-Hop Tracks on Spotify
0.691,0.756,1,-3.797,1,0.0354,0.0109,0,0.0671,0.106,104.061,audio_features,3OIcwEw520Kp2mpDNFpZuG,spotify:track:3OIcwEw520Kp2mpDNFpZuG,https://api.spotify.com/v1/tracks/3OIcwEw520Kp2mpDNFpZuG,https://api.spotify.com/v1/audio-analysis/3OIcwEw520Kp2mpDNFpZuG,126200,4,Lord Pretty Flacko Jodye 2 (LPFJ2): A$AP Rocky ,Top 100 Hip-Hop Tracks on Spotify
0.803,0.523,5,-10.082,1,0.0707,0.584,0,0.115,0.533,134.005,audio_features,4wxFR4UzXHRtp50fu2BkNl,spotify:track:4wxFR4UzXHRtp50fu2BkNl,https://api.spotify.com/v1/tracks/4wxFR4UzXHRtp50fu2BkNl,https://api.spotify.com/v1/audio-analysis/4wxFR4UzXHRtp50fu2BkNl,293027,4,Apparently: J. Cole ,Top 100 Hip-Hop Tracks on Spotify
0.8,0.478,8,-7.874,1,0.181,0.427,0,0.134,0.687,135.957,audio_features,5xwpXWWkfJRqg1S27oVxh4,spotify:track:5xwpXWWkfJRqg1S27oVxh4,https://api.spotify.com/v1/tracks/5xwpXWWkfJRqg1S27oVxh4,https://api.spotify.com/v1/audio-analysis/5xwpXWWkfJRqg1S27oVxh4,259760,4,All I Need (One Mo Drank): Juicy J K CAMP ,Top 100 Hip-Hop Tracks on Spotify
0.872,0.464,4,-8.103,1,0.168,0.252,0,0.0895,0.458,113.003,audio_features,40haq0tCJnn3RBW4kG6xid,spotify:track:40haq0tCJnn3RBW4kG6xid,https://api.spotify.com/v1/tracks/40haq0tCJnn3RBW4kG6xid,https://api.spotify.com/v1/audio-analysis/40haq0tCJnn3RBW4kG6xid,251989,4,I Don't Mind: Usher Juicy J ,Top 100 Hip-Hop Tracks on Spotify
0.481,0.667,1,-9.339,1,0.46,0.0858,1.31e-06,0.573,0.52,157.387,audio_features,4xYIG3dVGIWDU5A7Q053A8,spotify:track:4xYIG3dVGIWDU5A7Q053A8,https://api.spotify.com/v1/tracks/4xYIG3dVGIWDU5A7Q053A8,https://api.spotify.com/v1/audio-analysis/4xYIG3dVGIWDU5A7Q053A8,230533,4,Charge It To The Rap Game: Ludacris ,Top 100 Hip-Hop Tracks on Spotify
0.751,0.645,4,-5.664,1,0.296,0.507,0,0.13,0.414,130.0,audio_features,0ovjs4Jsz1VoKLs9ImaJUg,spotify:track:0ovjs4Jsz1VoKLs9ImaJUg,https://api.spotify.com/v1/tracks/0ovjs4Jsz1VoKLs9ImaJUg,https://api.spotify.com/v1/audio-analysis/0ovjs4Jsz1VoKLs9ImaJUg,227239,4,Vet Lungs: Chief Keef ,Top 100 Hip-Hop Tracks on Spotify
0.85,0.581,0,-7.98,0,0.0497,0.00232,0.0267,0.386,0.528,130.0,audio_features,5L2BTetlYhS14tN8PYvz7F,spotify:track:5L2BTetlYhS14tN8PYvz7F,https://api.spotify.com/v1/tracks/5L2BTetlYhS14tN8PYvz7F,https://api.spotify.com/v1/audio-analysis/5L2BTetlYhS14tN8PYvz7F,221612,4,CoCo - Flosstradamus Remix: O.T. Genasis Flosstradamus ,Top 100 Hip-Hop Tracks on Spotify
0.714,0.818,7,-4.887,1,0.14,0.131,0,0.33,0.518,106.028,audio_features,4JNFp8hvOU9QfD6achbCMl,spotify:track:4JNFp8hvOU9QfD6achbCMl,https://api.spotify.com/v1/tracks/4JNFp8hvOU9QfD6achbCMl,https://api.spotify.com/v1/audio-analysis/4JNFp8hvOU9QfD6achbCMl,207520,4,Seen It All: Jeezy JAY Z ,Top 100 Hip-Hop Tracks on Spotify
0.555,0.686,1,-5.359,1,0.142,0.0975,0,0.0878,0.146,87.4,audio_features,3oqLGOLZHrHVYagtkuxe6q,spotify:track:3oqLGOLZHrHVYagtkuxe6q,https://api.spotify.com/v1/tracks/3oqLGOLZHrHVYagtkuxe6q,https://api.spotify.com/v1/audio-analysis/3oqLGOLZHrHVYagtkuxe6q,248964,5,I'm Grown: G-Unit ,Top 100 Hip-Hop Tracks on Spotify
0.718,0.67,1,-5.236,1,0.227,0.0144,0,0.0851,0.517,88.764,audio_features,7DTlsMOQjGysXHpwwpHuPl,spotify:track:7DTlsMOQjGysXHpwwpHuPl,https://api.spotify.com/v1/tracks/7DTlsMOQjGysXHpwwpHuPl,https://api.spotify.com/v1/audio-analysis/7DTlsMOQjGysXHpwwpHuPl,269693,4,Lifestyle: Rich Gang Young Thug Rich Homie Quan ,Top 100 Hip-Hop Tracks on Spotify
0.735,0.873,2,-7.372,0,0.244,0.16,4.85e-05,0.25,0.38,149.888,audio_features,3UYhSPI2lVFfbnC6usruPj,spotify:track:3UYhSPI2lVFfbnC6usruPj,https://api.spotify.com/v1/tracks/3UYhSPI2lVFfbnC6usruPj,https://api.spotify.com/v1/audio-analysis/3UYhSPI2lVFfbnC6usruPj,187547,4,Whoa Whoa Whoa: Watsky ,Top 100 Hip-Hop Tracks on Spotify
0.75,0.856,3,-5.241,1,0.0425,0.0053,0,0.188,0.365,111.913,audio_features,4y2bMYA83ZNN3pW47ZOgmr,spotify:track:4y2bMYA83ZNN3pW47ZOgmr,https://api.spotify.com/v1/tracks/4y2bMYA83ZNN3pW47ZOgmr,https://api.spotify.com/v1/audio-analysis/4y2bMYA83ZNN3pW47ZOgmr,216027,4,Man Of The Year: ScHoolboy Q ,Top 100 Hip-Hop Tracks on Spotify
0.526,0.595,1,-7.626,1,0.32,0.0199,0.00152,0.179,0.427,172.637,audio_features,1CwXWJJEthe0Mhz3MzaiqL,spotify:track:1CwXWJJEthe0Mhz3MzaiqL,https://api.spotify.com/v1/tracks/1CwXWJJEthe0Mhz3MzaiqL,https://api.spotify.com/v1/audio-analysis/1CwXWJJEthe0Mhz3MzaiqL,173793,4,Christ Conscious: Joey Bada$$ ,Top 100 Hip-Hop Tracks on Spotify
0.794,0.616,1,-7.186,1,0.0614,0.0237,0,0.101,0.244,121.01,audio_features,4pmCkTa4c5EoaBtx2wzZXz,spotify:track:4pmCkTa4c5EoaBtx2wzZXz,https://api.spotify.com/v1/tracks/4pmCkTa4c5EoaBtx2wzZXz,https://api.spotify.com/v1/audio-analysis/4pmCkTa4c5EoaBtx2wzZXz,193264,4,Off-set: T.I. Young Thug ,Top 100 Hip-Hop Tracks on Spotify
0.792,0.505,9,-7.365,1,0.414,0.0522,1.14e-06,0.055,0.177,168.0,audio_features,6gK0tRpmvPiiYY8YHnbtpf,spotify:track:6gK0tRpmvPiiYY8YHnbtpf,https://api.spotify.com/v1/tracks/6gK0tRpmvPiiYY8YHnbtpf,https://api.spotify.com/v1/audio-analysis/6gK0tRpmvPiiYY8YHnbtpf,194147,4,Hot N*gga: Bobby Shmurda ,Top 100 Hip-Hop Tracks on Spotify
0.87,0.562,11,-5.931,0,0.241,0.0672,1.31e-05,0.193,0.414,139.99,audio_features,6e5zkH95rNF8em5vd2bwbU,spotify:track:6e5zkH95rNF8em5vd2bwbU,https://api.spotify.com/v1/tracks/6e5zkH95rNF8em5vd2bwbU,https://api.spotify.com/v1/audio-analysis/6e5zkH95rNF8em5vd2bwbU,237533,4,F*ck Up Some Commas: Future ,Top 100 Hip-Hop Tracks on Spotify
0.502,0.664,6,-4.763,0,0.0644,0.195,0,0.183,0.412,151.937,audio_features,0FQ5ylnTz0cAwuvj1UtiTp,spotify:track:0FQ5ylnTz0cAwuvj1UtiTp,https://api.spotify.com/v1/tracks/0FQ5ylnTz0cAwuvj1UtiTp,https://api.spotify.com/v1/audio-analysis/0FQ5ylnTz0cAwuvj1UtiTp,293253,3,"Hold You Down (feat. Chris Brown, August Alsina, Future & Jeremih): DJ Khaled Chris Brown August Alsina Future Jeremih ",Top 100 Hip-Hop Tracks on Spotify
0.525,0.589,1,-7.125,1,0.296,0.0172,4.35e-06,0.485,0.323,104.608,audio_features,3gVaOBlP4CaRqfUttZ4Avd,spotify:track:3gVaOBlP4CaRqfUttZ4Avd,https://api.spotify.com/v1/tracks/3gVaOBlP4CaRqfUttZ4Avd,https://api.spotify.com/v1/audio-analysis/3gVaOBlP4CaRqfUttZ4Avd,204840,3,Oh My Darling Don't Cry: Run The Jewels ,Top 100 Hip-Hop Tracks on Spotify
0.631,0.646,11,-5.056,1,0.0903,0.0276,0,0.241,0.17,91.416,audio_features,7pACZzX2CKuedRb7jIO8fP,spotify:track:7pACZzX2CKuedRb7jIO8fP,https://api.spotify.com/v1/tracks/7pACZzX2CKuedRb7jIO8fP,https://api.spotify.com/v1/audio-analysis/7pACZzX2CKuedRb7jIO8fP,229080,4,She Wildin': Fabolous Chris Brown ,Top 100 Hip-Hop Tracks on Spotify
0.84,0.65,1,-5.1,1,0.0483,0.0819,0.000741,0.119,0.658,100.037,audio_features,5YMNu5AoZWTV1lQp1xi0Qn,spotify:track:5YMNu5AoZWTV1lQp1xi0Qn,https://api.spotify.com/v1/tracks/5YMNu5AoZWTV1lQp1xi0Qn,https://api.spotify.com/v1/audio-analysis/5YMNu5AoZWTV1lQp1xi0Qn,215342,4,Not For Long (feat. Trey Songz): B.o.B Trey Songz ,Top 100 Hip-Hop Tracks on Spotify
0.567,0.439,1,-16.629,1,0.533,0.524,0,0.0483,0.691,209.691,audio_features,52Mck9wAE31PeMistPO8ki,spotify:track:52Mck9wAE31PeMistPO8ki,https://api.spotify.com/v1/tracks/52Mck9wAE31PeMistPO8ki,https://api.spotify.com/v1/audio-analysis/52Mck9wAE31PeMistPO8ki,238787,3,Lil Bit: K CAMP ,Top 100 Hip-Hop Tracks on Spotify
0.589,0.63,11,-8.555,0,0.265,0.000793,2.03e-05,0.485,0.362,189.328,audio_features,1hDBpX1I9AkJR8o1lnCePd,spotify:track:1hDBpX1I9AkJR8o1lnCePd,https://api.spotify.com/v1/tracks/1hDBpX1I9AkJR8o1lnCePd,https://api.spotify.com/v1/audio-analysis/1hDBpX1I9AkJR8o1lnCePd,216827,4,B Boy (feat. Big Sean & A$AP Ferg): Meek Mill Big Sean A$AP Ferg ,Top 100 Hip-Hop Tracks on Spotify
0.371,0.743,5,-8.13,0,0.354,0.394,5.41e-06,0.123,0.331,189.766,audio_features,3uya2Ph2zB84JMR28vqWK0,spotify:track:3uya2Ph2zB84JMR28vqWK0,https://api.spotify.com/v1/tracks/3uya2Ph2zB84JMR28vqWK0,https://api.spotify.com/v1/audio-analysis/3uya2Ph2zB84JMR28vqWK0,242733,4,Pay for It (feat. Kendrick Lamar & Chantal): Jay Rock Kendrick Lamar Chantal ,Top 100 Hip-Hop Tracks on Spotify
0.625,0.901,6,-5.839,1,0.191,0.0097,0,0.0991,0.451,127.968,audio_features,5eWpsO2k3dYH6P5nSFA8ZM,spotify:track:5eWpsO2k3dYH6P5nSFA8ZM,https://api.spotify.com/v1/tracks/5eWpsO2k3dYH6P5nSFA8ZM,https://api.spotify.com/v1/audio-analysis/5eWpsO2k3dYH6P5nSFA8ZM,210187,4,Chasing Time: Azealia Banks ,Top 100 Hip-Hop Tracks on Spotify
0.641,0.79,6,-5.839,0,0.309,0.141,7.05e-06,0.0571,0.803,81.133,audio_features,7BRd3czfe4Ehpr48HZxESr,spotify:track:7BRd3czfe4Ehpr48HZxESr,https://api.spotify.com/v1/tracks/7BRd3czfe4Ehpr48HZxESr,https://api.spotify.com/v1/audio-analysis/7BRd3czfe4Ehpr48HZxESr,194200,4,Confess: Fashawn ,Top 100 Hip-Hop Tracks on Spotify
0.396,0.906,1,-4.212,0,0.16,0.0104,0.00102,0.499,0.179,80.631,audio_features,7DNcw21V8bVvUpaM2DLE4d,spotify:track:7DNcw21V8bVvUpaM2DLE4d,https://api.spotify.com/v1/tracks/7DNcw21V8bVvUpaM2DLE4d,https://api.spotify.com/v1/audio-analysis/7DNcw21V8bVvUpaM2DLE4d,528874,4,Mural: Lupe Fiasco ,Top 100 Hip-Hop Tracks on Spotify
0.71,0.58,4,-8.107,0,0.221,0.371,0,0.108,0.478,92.087,audio_features,2ppKIytnAyI8GRiRv8VpP6,spotify:track:2ppKIytnAyI8GRiRv8VpP6,https://api.spotify.com/v1/tracks/2ppKIytnAyI8GRiRv8VpP6,https://api.spotify.com/v1/audio-analysis/2ppKIytnAyI8GRiRv8VpP6,184895,4,Walk Thru (feat. Problem): Rich Homie Quan ,Top 100 Hip-Hop Tracks on Spotify
0.547,0.766,5,-5.858,1,0.405,0.48,0,0.185,0.436,85.341,audio_features,5duzWVPXF94ueiTqhRm34h,spotify:track:5duzWVPXF94ueiTqhRm34h,https://api.spotify.com/v1/tracks/5duzWVPXF94ueiTqhRm34h,https://api.spotify.com/v1/audio-analysis/5duzWVPXF94ueiTqhRm34h,228117,4,Love Don't Live Here No More (feat. Kandace Springs): Ghostface Killah Kandace Springs ,Top 100 Hip-Hop Tracks on Spotify
0.701,0.777,1,-7.736,0,0.361,0.174,0,0.399,0.566,141.522,audio_features,1tKWfncBiRCuz1Iyey9RfV,spotify:track:1tKWfncBiRCuz1Iyey9RfV,https://api.spotify.com/v1/tracks/1tKWfncBiRCuz1Iyey9RfV,https://api.spotify.com/v1/audio-analysis/1tKWfncBiRCuz1Iyey9RfV,268947,4,Cadillactica: Big K.R.I.T. ,Top 100 Hip-Hop Tracks on Spotify
0.774,0.628,10,-6.536,0,0.274,0.365,8.94e-05,0.0991,0.485,128.982,audio_features,3Z4iF2sFcW63WclmUYd7IE,spotify:track:3Z4iF2sFcW63WclmUYd7IE,https://api.spotify.com/v1/tracks/3Z4iF2sFcW63WclmUYd7IE,https://api.spotify.com/v1/audio-analysis/3Z4iF2sFcW63WclmUYd7IE,311163,4,Drinks On Us: Mike WiLL Made-It The Weeknd Swae Lee Future ,Top 100 Hip-Hop Tracks on Spotify
0.75,0.327,1,-10.723,0,0.0817,0.0537,0,0.0845,0.216,94.527,audio_features,7zLUZyE6sNuU5pMRieg3at,spotify:track:7zLUZyE6sNuU5pMRieg3at,https://api.spotify.com/v1/tracks/7zLUZyE6sNuU5pMRieg3at,https://api.spotify.com/v1/audio-analysis/7zLUZyE6sNuU5pMRieg3at,241069,4,That's My Shit: The-Dream T.I. ,Top 100 Hip-Hop Tracks on Spotify
0.642,0.791,2,-3.859,0,0.322,0.0515,0,0.119,0.331,93.015,audio_features,4E9oMuvzEsS2T9hdxWBwPQ,spotify:track:4E9oMuvzEsS2T9hdxWBwPQ,https://api.spotify.com/v1/tracks/4E9oMuvzEsS2T9hdxWBwPQ,https://api.spotify.com/v1/audio-analysis/4E9oMuvzEsS2T9hdxWBwPQ,350482,4,Ill Mind of Hopsin 7: Hopsin ,Top 100 Hip-Hop Tracks on Spotify
0.875,0.531,2,-6.046,1,0.0585,0.221,0,0.0498,0.22,103.965,audio_features,3ndumr5hw721OmT5opZ5Zl,spotify:track:3ndumr5hw721OmT5opZ5Zl,https://api.spotify.com/v1/tracks/3ndumr5hw721OmT5opZ5Zl,https://api.spotify.com/v1/audio-analysis/3ndumr5hw721OmT5opZ5Zl,261133,4,Errrbody: Yo Gotti ,Top 100 Hip-Hop Tracks on Spotify
0.492,0.698,1,-5.606,1,0.171,0.0524,0,0.428,0.288,139.953,audio_features,7e8leMfs0mZpSZ9FZ42MiT,spotify:track:7e8leMfs0mZpSZ9FZ42MiT,https://api.spotify.com/v1/tracks/7e8leMfs0mZpSZ9FZ42MiT,https://api.spotify.com/v1/audio-analysis/7e8leMfs0mZpSZ9FZ42MiT,209707,4,I Don't Get Tired (#IDGT) [feat. August Alsina]: Kevin Gates ,Top 100 Hip-Hop Tracks on Spotify
0.561,0.688,7,-6.668,1,0.397,0.0191,0.00192,0.377,0.384,149.567,audio_features,07m2dSALVCvqaKJ6iqO1Tt,spotify:track:07m2dSALVCvqaKJ6iqO1Tt,https://api.spotify.com/v1/tracks/07m2dSALVCvqaKJ6iqO1Tt,https://api.spotify.com/v1/audio-analysis/07m2dSALVCvqaKJ6iqO1Tt,219293,4,Sweet Serenade: Pusha T Chris Brown ,Top 100 Hip-Hop Tracks on Spotify
0.855,0.968,1,-3.278,1,0.157,0.0143,0.0025,0.0988,0.798,103.005,audio_features,35x6JdLCr4VWWR5ShNoAWo,spotify:track:35x6JdLCr4VWWR5ShNoAWo,https://api.spotify.com/v1/tracks/35x6JdLCr4VWWR5ShNoAWo,https://api.spotify.com/v1/audio-analysis/35x6JdLCr4VWWR5ShNoAWo,226107,4,Bend Ova: Lil Jon Tyga ,Top 100 Hip-Hop Tracks on Spotify
0.367,0.847,2,-5.351,1,0.22,0.178,0,0.584,0.429,73.771,audio_features,2rLcR01HB0ScBAsgxX4Z62,spotify:track:2rLcR01HB0ScBAsgxX4Z62,https://api.spotify.com/v1/tracks/2rLcR01HB0ScBAsgxX4Z62,https://api.spotify.com/v1/audio-analysis/2rLcR01HB0ScBAsgxX4Z62,282353,4,Irish Celebration: Macklemore & Ryan Lewis ,Top 100 Hip-Hop Tracks on Spotify
0.766,0.744,6,-3.785,0,0.32,0.303,0,0.0857,0.691,180.157,audio_features,0ZDGpQPvzYB1EFHHd6QfZ9,spotify:track:0ZDGpQPvzYB1EFHHd6QfZ9,https://api.spotify.com/v1/tracks/0ZDGpQPvzYB1EFHHd6QfZ9,https://api.spotify.com/v1/audio-analysis/0ZDGpQPvzYB1EFHHd6QfZ9,188027,4,Make It Work: Tyga ,Top 100 Hip-Hop Tracks on Spotify
0.503,0.833,7,-7.357,0,0.297,0.267,0,0.345,0.514,153.934,audio_features,77wywwkLtE5mlrHMrlfSAP,spotify:track:77wywwkLtE5mlrHMrlfSAP,https://api.spotify.com/v1/tracks/77wywwkLtE5mlrHMrlfSAP,https://api.spotify.com/v1/audio-analysis/77wywwkLtE5mlrHMrlfSAP,315121,4,Dark Comedy Late Show: Open Mike Eagle ,Top 100 Hip-Hop Tracks on Spotify
